function	file	line	claim_raw	claim_start_label	claim_end_label	mapped_module	mapped_start_label	mapped_start_value	mapped_end_label	mapped_end_value	status	note
AS_DIV10	src/core/asm_port_math.cpp	482	AS_DIV10 (inclusive) .. AS_DIV (exclusive)	AS_DIV10	AS_DIV	asrom	AS_DIV10	0xea55	AS_DIV	0xea5e	resolved-range	ok
AS_NEGATE_FAC	src/core/asm_port_math.cpp	501	AS_NEGOP (inclusive) .. AS_RTS_18 (exclusive)	AS_NEGOP	AS_RTS_18	asrom	AS_NEGOP	0xeed0	AS_RTS_18	0xeeda	resolved-range	ok
AS_COPY_FAC_TO_ARG_ROUNDED	src/core/asm_port_math.cpp	514	AS_COPY_FAC_TO_ARG_ROUNDED (inclusive) .. AS_RTS_14 (exclusive)	AS_COPY_FAC_TO_ARG_ROUNDED	AS_RTS_14	asrom	AS_COPY_FAC_TO_ARG_ROUNDED	0xeb63	AS_RTS_14	0xeb71	resolved-range	ok
AS_ROUND_FAC	src/core/asm_port_math.cpp	530	AS_ROUND_FAC (inclusive) .. AS_RTS_14 (exclusive)	AS_ROUND_FAC	AS_RTS_14	asrom	AS_ROUND_FAC	0xeb72	AS_RTS_14	0xeb71	skipped-ambiguous-range	end-not-greater-than-start
AS_INCREMENT_FAC_MANTISSA	src/core/asm_port_math.cpp	557	AS_INCREMENT_FAC_MANTISSA (inclusive) .. AS_RTS_12 (exclusive)	AS_INCREMENT_FAC_MANTISSA	AS_RTS_12	asrom	AS_INCREMENT_FAC_MANTISSA	0xe8c6	AS_RTS_12	0xe8d4	resolved-range	ok
AS_RTS_12	src/core/asm_port_math.cpp	571	AS_RTS_12 (inclusive) .. AS_OVERFLOW (exclusive)	AS_RTS_12	AS_OVERFLOW	asrom	AS_RTS_12	0xe8d4	AS_OVERFLOW	0xe8d5	resolved-range	ok
AS_OVERFLOW	src/core/asm_port_math.cpp	577	AS_OVERFLOW (inclusive) .. AS_SHIFT_RIGHT_1 (exclusive)	AS_OVERFLOW	AS_SHIFT_RIGHT_1	asrom	AS_OVERFLOW	0xe8d5	AS_SHIFT_RIGHT_1	0xe8da	resolved-range	ok
AS_FIN	src/core/asm_port_math.cpp	617	AS_FIN (inclusive) .. AS_FIN_9 (exclusive)	AS_FIN	AS_FIN_9	asrom	AS_FIN	0xec4a	AS_FIN_9	0xecc1	resolved-range	ok
AS_LOAD_ARG_FROM_YA	src/core/asm_port_math.cpp	810	AS_LOAD_ARG_FROM_YA (inclusive) .. AS_FMULT (exclusive)	AS_LOAD_ARG_FROM_YA	AS_FMULT	asrom	AS_LOAD_ARG_FROM_YA	0xe9e3	AS_FMULT	0xe97f	skipped-ambiguous-range	end-not-greater-than-start
AS_COPY_ARG_TO_FAC	src/core/asm_port_math.cpp	825	AS_COPY_ARG_TO_FAC (inclusive) .. AS_MFA (exclusive)	AS_COPY_ARG_TO_FAC	AS_MFA	asrom	AS_COPY_ARG_TO_FAC	0xeb53	AS_MFA	0xeb55	resolved-range	ok
AS_NORMALIZE_FAC_2	src/core/asm_port_math.cpp	842	AS_NORMALIZE_FAC_2 (inclusive) .. AS_ZERO_FAC (exclusive)	AS_NORMALIZE_FAC_2	AS_ZERO_FAC	asrom	AS_NORMALIZE_FAC_2	0xe82e	AS_ZERO_FAC	0xe84e	resolved-range	ok
AS_NORMALIZE_FAC_4	src/core/asm_port_math.cpp	882	AS_NORMALIZE_FAC_4 (inclusive) .. AS_NORMALIZE_FAC_5 (exclusive)	AS_NORMALIZE_FAC_4	AS_NORMALIZE_FAC_5	asrom	AS_NORMALIZE_FAC_4	0xe880	AS_NORMALIZE_FAC_5	0xe88d	resolved-range	ok
AS_NORMALIZE_FAC_3	src/core/asm_port_math.cpp	910	AS_NORMALIZE_FAC_3 (inclusive) .. AS_NORMALIZE_FAC_4 (exclusive)	AS_NORMALIZE_FAC_3	AS_NORMALIZE_FAC_4	asrom	AS_NORMALIZE_FAC_3	0xe874	AS_NORMALIZE_FAC_4	0xe880	resolved-range	ok
AS_NORMALIZE_FAC_5	src/core/asm_port_math.cpp	933	AS_NORMALIZE_FAC_5 (inclusive) .. AS_NORMALIZE_FAC_6 (exclusive)	AS_NORMALIZE_FAC_5	AS_NORMALIZE_FAC_6	asrom	AS_NORMALIZE_FAC_5	0xe88d	AS_NORMALIZE_FAC_6	0xe88f	resolved-range	ok
AS_NORMALIZE_FAC_6	src/core/asm_port_math.cpp	948	AS_NORMALIZE_FAC_6 (inclusive) .. AS_COMPLEMENT_FAC (exclusive)	AS_NORMALIZE_FAC_6	AS_COMPLEMENT_FAC	asrom	AS_NORMALIZE_FAC_6	0xe88f	AS_COMPLEMENT_FAC	0xe89e	resolved-range	ok
AS_ZERO_FAC	src/core/asm_port_math.cpp	982	AS_ZERO_FAC (inclusive) .. AS_STA_IN_FAC_SIGN_AND_EXP (exclusive)	AS_ZERO_FAC	AS_STA_IN_FAC_SIGN_AND_EXP	asrom	AS_ZERO_FAC	0xe84e	AS_STA_IN_FAC_SIGN_AND_EXP	0xe850	resolved-range	ok
AS_STA_IN_FAC_SIGN_AND_EXP	src/core/asm_port_math.cpp	991	AS_STA_IN_FAC_SIGN_AND_EXP (inclusive) .. AS_STA_IN_FAC_SIGN	AS_STA_IN_FAC_SIGN_AND_EXP	AS_STA_IN_FAC_SIGN	asrom	AS_STA_IN_FAC_SIGN_AND_EXP	0xe850	AS_STA_IN_FAC_SIGN	0xe852	resolved-range	ok
AS_STA_IN_FAC_SIGN	src/core/asm_port_math.cpp	1001	AS_STA_IN_FAC_SIGN (inclusive) .. AS_FADD_4 (exclusive)	AS_STA_IN_FAC_SIGN	AS_FADD_4	asrom	AS_STA_IN_FAC_SIGN	0xe852	AS_FADD_4	0xe855	resolved-range	ok
AS_FMULTT	src/core/asm_port_mathtbl.cpp	59	AS_FMULTT (inclusive) .. AS_LOAD_ARG_FROM_YA (exclusive)	AS_FMULTT	AS_LOAD_ARG_FROM_YA	asrom	AS_FMULTT	0xe982	AS_LOAD_ARG_FROM_YA	0xe9e3	resolved-range	ok
AS_COPY_RESULT_INTO_FAC	src/core/asm_port_mathtbl.cpp	133	AS_COPY_RESULT_INTO_FAC (inclusive) .. AS_LOAD_FAC_FROM_YA	AS_COPY_RESULT_INTO_FAC	AS_LOAD_FAC_FROM_YA	asrom	AS_COPY_RESULT_INTO_FAC	0xeae6	AS_LOAD_FAC_FROM_YA	0xeaf9	resolved-range	ok
AS_FDIVT	src/core/asm_port_mathtbl.cpp	151	AS_FDIVT (inclusive) .. AS_COPY_RESULT_INTO_FAC (exclusive)	AS_FDIVT	AS_COPY_RESULT_INTO_FAC	asrom	AS_FDIVT	0xea69	AS_COPY_RESULT_INTO_FAC	0xeae6	resolved-range	ok
AS_FPWRT	src/core/asm_port_mathtbl.cpp	253	AS_FPWRT (inclusive) .. AS_NEGOP (exclusive)	AS_FPWRT	AS_NEGOP	asrom	AS_FPWRT	0xee97	AS_NEGOP	0xeed0	resolved-range	ok
AS_OR_op	src/core/asm_port_mathtbl.cpp	302	AS_OR (inclusive) .. AS_ANDOP (exclusive)	AS_OR	AS_ANDOP	asrom	AS_OR	0xdf4f	AS_ANDOP	0xdf55	resolved-range	ok
AS_NEGOP	src/core/asm_port_mathtbl.cpp	309	AS_NEGOP (inclusive) .. AS_CON_LOG_E (exclusive)	AS_NEGOP	AS_CON_LOG_E	asrom	AS_NEGOP	0xeed0	AS_CON_LOG_E	0xeedb	resolved-range	ok
AS_EQUOP	src/core/asm_port_mathtbl.cpp	327	AS_EQUOP (inclusive) .. AS_FN_ (exclusive)	AS_EQUOP	AS_FN_	asrom	AS_EQUOP	0xde98	AS_FN_	0xdea4	resolved-range	ok
AS_MATHTBL_ptr	src/core/asm_port_mathtbl.cpp	349	AS_MATHTBL (inclusive) .. AS_TOKEN_NAME_TABLE (exclusive)	AS_MATHTBL	AS_TOKEN_NAME_TABLE	asrom	AS_MATHTBL	0xd0b2	AS_TOKEN_NAME_TABLE	0xd0d0	resolved-range	ok
AS_NXIN	src/core/asm_port_nxin.cpp	10	AS_NXIN (inclusive) .. AS_READ (exclusive)	AS_NXIN	AS_READ	asrom	AS_NXIN	0xdbdc	AS_READ	0xdbe2	resolved-range	ok
AS_SYNCHR	src/core/asm_port_parser.cpp	15	AS_SYNCHR (inclusive) .. AS_SYNERR (exclusive)	AS_SYNCHR	AS_SYNERR	asrom	AS_SYNCHR	0xdec0	AS_SYNERR	0xdec9	resolved-range	ok
AS_CHKNUM	src/core/asm_port_parser.cpp	35	AS_CHKNUM (inclusive) .. AS_CHKSTR (exclusive)	AS_CHKNUM	AS_CHKSTR	asrom	AS_CHKNUM	0xdd6a	AS_CHKSTR	0xdd6c	resolved-range	ok
AS_CHKSTR	src/core/asm_port_parser.cpp	46	AS_CHKSTR (inclusive) .. AS_CHKVAL (exclusive)	AS_CHKSTR	AS_CHKVAL	asrom	AS_CHKSTR	0xdd6c	AS_CHKVAL	0xdd6d	resolved-range	ok
AS_CHKCOM	src/core/asm_port_parser.cpp	57	AS_CHKCOM (inclusive) .. AS_SYNCHR (exclusive)	AS_CHKCOM	AS_SYNCHR	asrom	AS_CHKCOM	0xdebe	AS_SYNCHR	0xdec0	resolved-range	ok
AS_FRMNUM	src/core/asm_port_parser.cpp	63	AS_FRMNUM (inclusive) .. AS_CHKNUM (exclusive)	AS_FRMNUM	AS_CHKNUM	asrom	AS_FRMNUM	0xdd67	AS_CHKNUM	0xdd6a	resolved-range	ok
AS_PARCHK	src/core/asm_port_parser.cpp	74	AS_PARCHK (inclusive) .. AS_CHKCLS (exclusive)	AS_PARCHK	AS_CHKCLS	asrom	AS_PARCHK	0xdeb2	AS_CHKCLS	0xdeb8	resolved-range	ok
AS_STORE_FACDB_YX_ROUNDED	src/core/asm_port_parser.cpp	89	AS_STORE_FACDB_YX_ROUNDED (inclusive) .. AS_COPY_ARG_TO_FAC	AS_STORE_FACDB_YX_ROUNDED	AS_COPY_ARG_TO_FAC	asrom	AS_STORE_FACDB_YX_ROUNDED	0xeb2b	AS_COPY_ARG_TO_FAC	0xeb53	resolved-range	ok
AS_CHKCLS	src/core/asm_port_parser.cpp	116	AS_CHKCLS (inclusive) .. AS_CHKOPN (exclusive)	AS_CHKCLS	AS_CHKOPN	asrom	AS_CHKCLS	0xdeb8	AS_CHKOPN	0xdebb	resolved-range	ok
AS_CHKOPN	src/core/asm_port_parser.cpp	125	AS_CHKOPN (inclusive) .. AS_CHKCOM (exclusive)	AS_CHKOPN	AS_CHKCOM	asrom	AS_CHKOPN	0xdebb	AS_CHKCOM	0xdebe	resolved-range	ok
AS_LINGET	src/core/asm_port_parser.cpp	134	AS_LINGET (inclusive) .. AS_LET (exclusive)	AS_LINGET	AS_LET	asrom	AS_LINGET	0xda0c	AS_LET	0xda46	resolved-range	ok
AS_GTBYTC	src/core/asm_port_parser.cpp	169	AS_GTBYTC (inclusive) .. AS_GETBYT (exclusive)	AS_GTBYTC	AS_GETBYT	asrom	AS_GTBYTC	0xe6f5	AS_GETBYT	0xe6f8	resolved-range	ok
AS_GETBYT	src/core/asm_port_parser.cpp	183	AS_GETBYT (inclusive) .. AS_CONINT (exclusive)	AS_GETBYT	AS_CONINT	asrom	AS_GETBYT	0xe6f8	AS_CONINT	0xe6fb	resolved-range	ok
AS_CONINT	src/core/asm_port_parser.cpp	198	AS_CONINT (inclusive) .. AS_VAL (exclusive)	AS_CONINT	AS_VAL	asrom	AS_CONINT	0xe6fb	AS_VAL	0xe707	resolved-range	ok
AS_GTNUM	src/core/asm_port_parser.cpp	220	AS_GTNUM (inclusive) .. AS_COMBYTE (exclusive)	AS_GTNUM	AS_COMBYTE	asrom	AS_GTNUM	0xe746	AS_COMBYTE	0xe74c	resolved-range	ok
AS_COMBYTE	src/core/asm_port_parser.cpp	230	AS_COMBYTE (inclusive) .. AS_GETADR (exclusive)	AS_COMBYTE	AS_GETADR	asrom	AS_COMBYTE	0xe74c	AS_GETADR	0xe752	resolved-range	ok
AS_QINT	src/core/asm_port_parser.cpp	239	AS_QINT (inclusive) .. AS_INT (exclusive)	AS_QINT	AS_INT	asrom	AS_QINT	0xebf2	AS_INT	0xec23	resolved-range	ok
AS_GETADR	src/core/asm_port_parser.cpp	289	AS_GETADR (inclusive) .. AS_PEEK (exclusive)	AS_GETADR	AS_PEEK	asrom	AS_GETADR	0xe752	AS_PEEK	0xe764	resolved-range	ok
CurrentStatementChar	src/core/asm_port_parser.cpp	307	AS_EXECUTE_STATEMENT (inclusive) .. AS_EXECUTE_STATEMENT_1	AS_EXECUTE_STATEMENT	AS_EXECUTE_STATEMENT_1	asrom	AS_EXECUTE_STATEMENT	0xd828	AS_EXECUTE_STATEMENT_1	0xd82a	resolved-range	ok
IsStatementEndOfParsedInput	src/core/asm_port_parser.cpp	317	AS_END2 (inclusive) .. AS_SAVE (exclusive)	AS_END2	AS_SAVE	asrom	AS_END2	0xd871	AS_SAVE	0xd8b0	resolved-range	ok
AS_CHKVAL	src/core/asm_port_parser.cpp	327	AS_CHKVAL (inclusive) .. AS_FRMEVL (exclusive)	AS_CHKVAL	AS_FRMEVL	asrom	AS_CHKVAL	0xdd6d	AS_FRMEVL	0xdd7b	resolved-range	ok
AS_NEG32768	src/core/asm_port_parser.cpp	343	AS_NEG32768 (inclusive) .. AS_MAKINT (exclusive)	AS_NEG32768	AS_MAKINT	asrom	AS_NEG32768	0xe0fe	AS_MAKINT	0xe102	resolved-range	ok
AS_MAKINT	src/core/asm_port_parser.cpp	354	AS_MAKINT (inclusive) .. AS_MKINT (exclusive)	AS_MAKINT	AS_MKINT	asrom	AS_MAKINT	0xe102	AS_MKINT	0xe108	resolved-range	ok
AS_MI1	src/core/asm_port_parser.cpp	364	AS_MI1 (inclusive) .. AS_MI2 (exclusive)	AS_MI1	AS_MI2	asrom	AS_MI1	0xe119	AS_MI2	0xe11b	resolved-range	ok
AS_MI2	src/core/asm_port_parser.cpp	370	AS_MI2 (inclusive) .. AS_ARRAY (exclusive)	AS_MI2	AS_ARRAY	asrom	AS_MI2	0xe11b	AS_ARRAY	0xe11e	resolved-range	ok
AS_ISLETC	src/core/asm_port_parser.cpp	376	AS_ISLETC (inclusive) .. AS_NAME_NOT_FOUND (exclusive)	AS_ISLETC	AS_NAME_NOT_FOUND	asrom	AS_ISLETC	0xe07d	AS_NAME_NOT_FOUND	0xe087	resolved-range	ok
AS_MKINT	src/core/asm_port_parser.cpp	386	AS_MKINT (inclusive) .. AS_AYINT (exclusive)	AS_MKINT	AS_AYINT	asrom	AS_MKINT	0xe108	AS_AYINT	0xe10c	resolved-range	ok
AS_NAMOK	src/core/asm_port_parser.cpp	399	AS_NAMOK (inclusive) .. AS_BASIC (exclusive)	AS_NAMOK	AS_BASIC	asrom	AS_NAMOK	0xdff7	AS_BASIC	0xe000	resolved-range	ok
AS_INPRT	src/core/asm_port_print.cpp	187	AS_INPRT (inclusive) .. AS_GO_STROUT (exclusive)	AS_INPRT	AS_GO_STROUT	asrom	AS_INPRT	0xed19	AS_GO_STROUT	0xed31	resolved-range	ok
AS_FOUT	src/core/asm_port_print.cpp	212	AS_FOUT (inclusive) .. AS_SQR (exclusive)	AS_FOUT	AS_SQR	asrom	AS_FOUT	0xed34	AS_SQR	0xee8d	resolved-range	ok
AS_FOUT_1	src/core/asm_port_print.cpp	221	AS_FOUT_1 (inclusive) .. AS_FOUT_3 (exclusive)	AS_FOUT_1	AS_FOUT_3	asrom	AS_FOUT_1	0xed36	AS_FOUT_3	0xee17	resolved-range	ok
AS_GTBYTC_PRINT	src/core/asm_port_print.cpp	234	AS_GTBYTC (inclusive) .. AS_GETBYT (exclusive)	AS_GTBYTC	AS_GETBYT	asrom	AS_GTBYTC	0xe6f5	AS_GETBYT	0xe6f8	resolved-range	ok
AS_STRPRT	src/core/asm_port_print.cpp	254	AS_STRPRT (inclusive) .. AS_OUTSP (exclusive)	AS_STRPRT	AS_OUTSP	asrom	AS_STRPRT	0xdb3d	AS_OUTSP	0xdb57	resolved-range	ok
AS_STROUT	src/core/asm_port_print.cpp	280	AS_STROUT (inclusive) .. AS_STRPRT (exclusive)	AS_STROUT	AS_STRPRT	asrom	AS_STROUT	0xdb3a	AS_STRPRT	0xdb3d	resolved-range	ok
AS_PR_STRING	src/core/asm_port_print.cpp	366	AS_PR_STRING (inclusive) .. AS_PRINT (exclusive)	AS_PR_STRING	AS_PRINT	asrom	AS_PR_STRING	0xdacf	AS_PRINT	0xdad5	resolved-range	ok
AS_PRINT	src/core/asm_port_print.cpp	388	AS_PRINT (inclusive) .. AS_PRINT2 (exclusive)	AS_PRINT	AS_PRINT2	asrom	AS_PRINT	0xdad5	AS_PRINT2	0xdad7	resolved-range	ok
AS_PRINT2	src/core/asm_port_print.cpp	406	AS_PRINT2 (inclusive) .. AS_CRDO (exclusive)	AS_PRINT2	AS_CRDO	asrom	AS_PRINT2	0xdad7	AS_CRDO	0xdafb	resolved-range	ok
AS_CRDO	src/core/asm_port_print.cpp	422	AS_CRDO (inclusive) .. AS_NEGATE (exclusive)	AS_CRDO	AS_NEGATE	asrom	AS_CRDO	0xdafb	AS_NEGATE	0xdb00	resolved-range	ok
AS_NEGATE	src/core/asm_port_print.cpp	439	AS_NEGATE (inclusive) .. AS_PR_COMMA (exclusive)	AS_NEGATE	AS_PR_COMMA	asrom	AS_NEGATE	0xdb00	AS_PR_COMMA	0xdb03	resolved-range	ok
AS_PR_COMMA	src/core/asm_port_print.cpp	455	AS_PR_COMMA (inclusive) .. AS_PR_TAB_OR_SPC (exclusive)	AS_PR_COMMA	AS_PR_TAB_OR_SPC	asrom	AS_PR_COMMA	0xdb03	AS_PR_TAB_OR_SPC	0xdb16	resolved-range	ok
AS_PR_TAB_OR_SPC	src/core/asm_port_print.cpp	485	AS_PR_TAB_OR_SPC (inclusive) .. AS_STROUT (exclusive)	AS_PR_TAB_OR_SPC	AS_STROUT	asrom	AS_PR_TAB_OR_SPC	0xdb16	AS_STROUT	0xdb3a	resolved-range	ok
AS_QT_ERROR_ptr	src/core/asm_port_qt_error.cpp	29	AS_QT_ERROR (inclusive) .. AS_GTFORPNT (exclusive)	AS_QT_ERROR	AS_GTFORPNT	asrom	AS_QT_ERROR	0xd350	AS_GTFORPNT	0xd365	resolved-range	ok
AS_REASON	src/core/asm_port_reason.cpp	25	AS_REASON (inclusive) .. AS_MEMERR (exclusive)	AS_REASON	AS_MEMERR	asrom	AS_REASON	0xd3e3	AS_MEMERR	0xd410	resolved-range	ok
AS_NEW_impl	src/core/asm_port_statements.cpp	24	AS_NEW (inclusive) .. AS_SCRTCH (exclusive)	AS_NEW	AS_SCRTCH	asrom	AS_NEW	0xd649	AS_SCRTCH	0xd64b	resolved-range	ok
AS_SCRTCH_impl	src/core/asm_port_statements.cpp	34	AS_SCRTCH (inclusive) .. AS_SETPTRS (exclusive)	AS_SCRTCH	AS_SETPTRS	asrom	AS_SCRTCH	0xd64b	AS_SETPTRS	0xd665	resolved-range	ok
AS_SETPTRS_impl	src/core/asm_port_statements.cpp	51	AS_SETPTRS (inclusive) .. AS_CLEAR (exclusive)	AS_SETPTRS	AS_CLEAR	asrom	AS_SETPTRS	0xd665	AS_CLEAR	0xd66a	resolved-range	ok
AS_RUN	src/core/asm_port_statements.cpp	66	AS_RUN (inclusive) .. AS_GOSUB (exclusive)	AS_RUN	AS_GOSUB	asrom	AS_RUN	0xd912	AS_GOSUB	0xd921	resolved-range	ok
AS_PEEK	src/core/asm_port_statements.cpp	86	AS_PEEK (inclusive) .. AS_POKE (exclusive)	AS_PEEK	AS_POKE	asrom	AS_PEEK	0xe764	AS_POKE	0xe77b	resolved-range	ok
AS_POKE	src/core/asm_port_statements.cpp	101	AS_POKE (inclusive) .. AS_WAIT (exclusive)	AS_POKE	AS_WAIT	asrom	AS_POKE	0xe77b	AS_WAIT	0xe784	resolved-range	ok
AS_WAIT	src/core/asm_port_statements.cpp	110	AS_WAIT (inclusive) .. AS_FADDH (exclusive)	AS_WAIT	AS_FADDH	asrom	AS_WAIT	0xe784	AS_FADDH	0xe7a0	resolved-range	ok
AS_RTS_10	src/core/asm_port_statements.cpp	135	AS_RTS_10 (inclusive) .. AS_FADDH (exclusive)	AS_RTS_10	AS_FADDH	asrom	AS_RTS_10	0xe79f	AS_FADDH	0xe7a0	resolved-range	ok
AS_ADDON	src/core/asm_port_statements.cpp	234	AS_ADDON (inclusive) .. AS_DATAN (exclusive)	AS_ADDON	AS_DATAN	asrom	AS_ADDON	0xd998	AS_DATAN	0xd9a3	resolved-range	ok
AS_DATAN	src/core/asm_port_statements.cpp	244	AS_DATAN (inclusive) .. AS_REMN (exclusive)	AS_DATAN	AS_REMN	asrom	AS_DATAN	0xd9a3	AS_REMN	0xd9a6	resolved-range	ok
AS_DATA	src/core/asm_port_statements.cpp	253	AS_DATA (inclusive) .. AS_ADDON (exclusive)	AS_DATA	AS_ADDON	asrom	AS_DATA	0xd995	AS_ADDON	0xd998	resolved-range	ok
AS_LET	src/core/asm_port_statements.cpp	263	AS_LET (inclusive) .. AS_LET2 (exclusive)	AS_LET	AS_LET2	asrom	AS_LET	0xda46	AS_LET2	0xda63	resolved-range	ok
AS_LET2	src/core/asm_port_statements.cpp	291	AS_LET2 (inclusive) .. AS_PUTSTR (exclusive)	AS_LET2	AS_PUTSTR	asrom	AS_LET2	0xda63	AS_PUTSTR	0xda7b	resolved-range	ok
AS_PUTSTR	src/core/asm_port_statements.cpp	312	AS_PUTSTR (inclusive) .. AS_PR_STRING (exclusive)	AS_PUTSTR	AS_PR_STRING	asrom	AS_PUTSTR	0xda7b	AS_PR_STRING	0xdacf	resolved-range	ok
InsertNewAS_Line	src/core/asm_port_statements.cpp	396	AS_PUT_NEW_LINE (inclusive) .. AS_FIX_LINKS (exclusive)	AS_PUT_NEW_LINE	AS_FIX_LINKS	asrom	AS_PUT_NEW_LINE	0xd4b5	AS_FIX_LINKS	0xd4f2	resolved-range	ok
AS_PARSE_INPUT_LINE	src/core/asm_port_statements.cpp	446	AS_PARSE_INPUT_LINE (inclusive) .. AS_FNDLIN (exclusive)	AS_PARSE_INPUT_LINE	AS_FNDLIN	asrom	AS_PARSE_INPUT_LINE	0xd559	AS_FNDLIN	0xd61a	resolved-range	ok
HandleNumberedAS_Line	src/core/asm_port_statements.cpp	514	AS_NUMBERED_LINE (inclusive) .. AS_PUT_NEW_LINE (exclusive)	AS_NUMBERED_LINE	AS_PUT_NEW_LINE	asrom	AS_NUMBERED_LINE	0xd45c	AS_PUT_NEW_LINE	0xd4b5	resolved-range	ok
AS_FIX_LINKS	src/core/asm_port_statements.cpp	554	AS_FIX_LINKS (inclusive) .. AS_INLIN (exclusive)	AS_FIX_LINKS	AS_INLIN	asrom	AS_FIX_LINKS	0xd4f2	AS_INLIN	0xd52c	resolved-range	ok
AS_FNDLIN	src/core/asm_port_statements.cpp	574	AS_FNDLIN (inclusive) .. AS_FL1 (exclusive)	AS_FNDLIN	AS_FL1	asrom	AS_FNDLIN	0xd61a	AS_FL1	0xd61e	resolved-range	ok
AS_FL1	src/core/asm_port_statements.cpp	584	AS_FL1 (inclusive) .. AS_NEW (exclusive)	AS_FL1	AS_NEW	asrom	AS_FL1	0xd61e	AS_NEW	0xd649	resolved-range	ok
AS_DEL	src/core/asm_port_statements.cpp	631	AS_DEL (inclusive) .. AS_GR (exclusive)	AS_DEL	AS_GR	asrom	AS_DEL	0xf331	AS_GR	0xf390	resolved-range	ok
AS_LIST	src/core/asm_port_statements.cpp	684	AS_LIST (inclusive) .. AS_FOR (exclusive)	AS_LIST	AS_FOR	asrom	AS_LIST	0xd6a5	AS_FOR	0xd766	resolved-range	ok
AS_STORE	src/core/asm_port_statements.cpp	763	AS_STORE (inclusive) .. AS_L_STORE_1 (exclusive)	AS_STORE	AS_L_STORE_1	asrom	AS_STORE	0xf39f	AS_L_STORE_1	0xf3af	resolved-range	ok
AS_L_STORE_1	src/core/asm_port_statements.cpp	789	AS_L_STORE_1 (inclusive) .. AS_RECALL (exclusive)	AS_L_STORE_1	AS_RECALL	asrom	AS_L_STORE_1	0xf3af	AS_RECALL	0xf3bc	resolved-range	ok
AS_RECALL	src/core/asm_port_statements.cpp	799	AS_RECALL (inclusive) .. AS_L_RECALL_1 (exclusive)	AS_RECALL	AS_L_RECALL_1	asrom	AS_RECALL	0xf3bc	AS_L_RECALL_1	0xf3d2	resolved-range	ok
AS_L_RECALL_1	src/core/asm_port_statements.cpp	821	AS_L_RECALL_1 (inclusive) .. AS_HGR2 (exclusive)	AS_L_RECALL_1	AS_HGR2	asrom	AS_L_RECALL_1	0xf3d2	AS_HGR2	0xf3d8	resolved-range	ok
AS_GETARYPT	src/core/asm_port_statements.cpp	830	AS_GETARYPT (inclusive) .. AS_HTAB (exclusive)	AS_GETARYPT	AS_HTAB	asrom	AS_GETARYPT	0xf7d9	AS_HTAB	0xf7e7	resolved-range	ok
AS_TAPEPNT	src/core/asm_port_statements.cpp	841	AS_TAPEPNT (inclusive) .. AS_GETARYPT (exclusive)	AS_TAPEPNT	AS_GETARYPT	asrom	AS_TAPEPNT	0xf7bc	AS_GETARYPT	0xf7d9	resolved-range	ok
AS_SAVE	src/core/asm_port_statements.cpp	861	AS_SAVE (inclusive) .. AS_LOAD (exclusive)	AS_SAVE	AS_LOAD	asrom	AS_SAVE	0xd8b0	AS_LOAD	0xd8c9	resolved-range	ok
AS_LOAD	src/core/asm_port_statements.cpp	879	AS_LOAD (inclusive) .. AS_VARTIO (exclusive)	AS_LOAD	AS_VARTIO	asrom	AS_LOAD	0xd8c9	AS_VARTIO	0xd8f0	resolved-range	ok
AS_VARTIO	src/core/asm_port_statements.cpp	906	AS_VARTIO (inclusive) .. AS_PROGIO (exclusive)	AS_VARTIO	AS_PROGIO	asrom	AS_VARTIO	0xd8f0	AS_PROGIO	0xd901	resolved-range	ok
AS_PROGIO	src/core/asm_port_statements.cpp	919	AS_PROGIO (inclusive) .. AS_RUN (exclusive)	AS_PROGIO	AS_RUN	asrom	AS_PROGIO	0xd901	AS_RUN	0xd912	resolved-range	ok
MON_WRITE	src/core/asm_port_statements.cpp	929	MON_WRITE (inclusive) .. MON_BELL (exclusive)	MON_WRITE	MON_BELL	asrom	MON_WRITE	0xfecd	MON_BELL	0xff3a	resolved-range	ok
MON_READ	src/core/asm_port_statements.cpp	968	MON_READ (inclusive) .. MON_RD2 (exclusive)	MON_READ	MON_RD2	asrom	MON_READ	0xfefd	MON_RD2	0xff0a	resolved-range	ok
AS_CALL	src/core/asm_port_statements.cpp	983	AS_CALL (inclusive) .. AS_IN_NUMBER (exclusive)	AS_CALL	AS_IN_NUMBER	asrom	AS_CALL	0xf1d5	AS_IN_NUMBER	0xf1de	resolved-range	ok
AS_IN_NUMBER	src/core/asm_port_statements.cpp	1001	AS_IN_NUMBER (inclusive) .. AS_PR_NUMBER (exclusive)	AS_IN_NUMBER	AS_PR_NUMBER	asrom	AS_IN_NUMBER	0xf1de	AS_PR_NUMBER	0xf1e5	resolved-range	ok
AS_PR_NUMBER	src/core/asm_port_statements.cpp	1011	AS_PR_NUMBER (inclusive) .. AS_PLOTFNS (exclusive)	AS_PR_NUMBER	AS_PLOTFNS	asrom	AS_PR_NUMBER	0xf1e5	AS_PLOTFNS	0xf1ec	resolved-range	ok
MON_RD2	src/core/asm_port_statements.cpp	1023	MON_RD2 (inclusive) .. MON_RD3 (exclusive)	MON_RD2	MON_RD3	asrom	MON_RD2	0xff0a	MON_RD3	0xff16	resolved-range	ok
MON_RD3	src/core/asm_port_statements.cpp	1070	MON_RD3 (inclusive) .. MON_PRERR (exclusive)	MON_RD3	MON_PRERR	asrom	MON_RD3	0xff16	MON_PRERR	0xff2d	resolved-range	ok
